league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1397,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1373,,"[PLAYER] ([TEAM]) delivers a lovely cross into the penalty area. Nevertheless, an opposition defender is alert and averts the danger with a brilliant clearance. The ball is out of play. [TEAM] will have a chance to score from a corner.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opposition's defence deals with his cross comfortably and intercepts it. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1274,,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle.,[PLAYER] ([TEAM]) makes a bad challenge and the referee blows his whistle for a foul. [TEAM] win a free kick. It's a good chance to create a scoring opportunity.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1220,,"[PLAYER] ([TEAM]) rises above the defence to meet a cross from the corner. His timing is good, but he directs his header just a few inches wide of the left post.","[PLAYER] ([TEAM]) takes the corner kick and sends it into the penalty area, but the opposition's defence is ready and it's cleared."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1219,corner,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1186,,[TEAM] spell of possession comes to an end after a mistake. [TEAM] have a corner.,"[PLAYER] ([TEAM]) puts a cross into the box, but the ball is intercepted by the defender. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1157,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1004,,[PLAYER] ([TEAM]) sends a lofted cross into the box which is headed clear.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too body-to body and there's no chance for any of his teammates to get on the end of it. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,944,,[PLAYER] ([TEAM]) is able to continue to play.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,868,injury,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late. [TEAM] earn a free kick which could lead to a goal-scoring opportunity."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,769,,"A neat pass is well received by [PLAYER] ([TEAM]), who is lurking on the edge of the box and strikes the ball towards the bottom left corner, but the goalkeeper makes an incredible save to block his shot.","[PLAYER] ([TEAM]) receives a precise low pass inside the box, controls it and fires the ball towards the right side of the goal. [PLAYER] guesses his intention and makes a good save."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,742,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball to safety. The ball is out of play. [TEAM] win a corner kick."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,645,substitution,Substitution. [PLAYER] ([TEAM]) on for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,629,,[PLAYER] ([TEAM]) commits a foul during an attacking move.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,558,soccer-ball,"[PLAYER] produces a beautiful lofted cross into the box, where [PLAYER] ([TEAM]) rises high to head the ball into the bottom left corner and beyond the goalkeeper. He makes it 1:2.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to pounce on the rebound inside the box and lashed the ball into the back of the net. 1:1.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,403,soccer-ball,It's a goal! [PLAYER] ([TEAM]) makes it 0:2. He jumped highest to connect with a perfect cross from [PLAYER] and planted his close-range header low into the middle of the goal. [PLAYER] was helpless.,"Goal! [PLAYER] plays a pass to the feet of [PLAYER] ([TEAM]), who shows brilliant composure inside the box to bury the ball into the back of the net. The score is 1:0."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,324,,[PLAYER] ([TEAM]) passes the ball into the box but an opposing player clears.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them quickly on the break.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,124,soccer-ball,Goal! [PLAYER] ([TEAM]) pounced on a loose ball inside the box and beats the goalkeeper with a shot inside the left post. He makes it 0:1.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly deals with the threat. The linesman points for a corner. [TEAM] will have an opportunity to threaten the opposition's goal from the right side of the pitch."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,120,corner,[PLAYER] ([TEAM]) will deliver the corner kick.,[PLAYER] ([TEAM]) goes over to take the corner kick and he will try to find the head of one of his teammates inside the box.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,90,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. [TEAM] force a corner. They send men into the box.",[PLAYER] ([TEAM]) is flagged for offside. [TEAM] have been awarded a corner kick. [TEAM] have been given a free kick on the right edge of the box after [PLAYER] ([TEAM]) was caught offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,74,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,2,1,whistle,The second half has just started.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2642,,"[PLAYER] ([TEAM]) looks to break free, but his touch lets him down and he loses the ball.",[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge. The ball goes out of play. [TEAM] are awarded a corner kick.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2592,,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2551,,A cross into the box from [PLAYER] ([TEAM]) is cleared.,[PLAYER] ([TEAM]) fails to find any of his teammates in the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2435,,"[PLAYER] ([TEAM]) had a good opportunity when he latched on to a cross from the wing, but his header wasn't accurate at all and the ball went well wide of the right post.","[PLAYER] ([TEAM]) gets his head to the rebound from close range, but steers it well wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2318,,"[PLAYER] ([TEAM]) has an effort on goal, but he misses to the right of the goal.",[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box and unleashes a shot which goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2165,,[PLAYER] ([TEAM]) wins the ball inside the goal area from the resulting set piece and unleashes a shot which sails high over the bar.,[PLAYER] ([TEAM]) is flagged offside by the linesman.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,2122,y-card,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for his blatant foul.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1963,corner,"The resulting corner, taken by [PLAYER] ([TEAM]), comes to nothing.",[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1932,,"[PLAYER] ([TEAM]) bursts into the box and pulls the trigger, but he can't beat the goalkeeper. He directed his shot towards the right post, but one of the defenders reacted brilliantly to block it. [TEAM] force their opponents to concede a corner.",[PLAYER] ([TEAM]) receives a pass and from the edge of the box fires a shot which goes just wide of the right post. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1759,,A cross is clipped into the penalty area by [PLAYER] ([TEAM]) but poses no threat.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1649,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1611,,"[PLAYER] ([TEAM]) put a cross into the box which wasn't a bad decision, but he failed to achieve what he wanted as none of his teammates managed to meet it.",[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box and goes for goal. His effort goes just wide of the left post.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1461,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,[PLAYER] ([TEAM]) times his run too early and the linesman raises his flag for offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1380,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the referee blows his whistle for offside.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1336,,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,"[PLAYER] ([TEAM]) slaloms his way past a couple of defenders, but he can't beat an opposing player who gets the ball away."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1142,corner,"[PLAYER] ([TEAM]) launches the ball from the resulting corner, but one of the defenders is first to the ball and deals with the threat.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1120,,[PLAYER] ([TEAM]) tries his luck and takes a shot from inside the box. His effort on goal is blocked by a defender. The linesman makes the right call and [TEAM] will have a corner.,"[PLAYER] ([TEAM]) receives a precise low pass inside the box, but his effort on goal is blocked. The referee and his assistant both point at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,1039,,[PLAYER] ([TEAM]) fails to pick a body out in the box with an over-hit cross to the back post.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The referee and one of his assistants signal for a corner kick to [TEAM]."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,964,,"[PLAYER] ([TEAM]) receives a lofted pass from the flank and shoots from close range, but the ball flies just over the crossbar, almost brushing it.","[PLAYER] ([TEAM]) attempts to send over a cross in order to find one of his teammates, but the ball is cleared to safety by a defending player. The referee points to the corner flag and [TEAM] will take a corner."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,900,,The cross into the penalty area from [PLAYER] ([TEAM]) needed to be more accurate in order to create a goal-scoring opportunity for his team.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area, but the opposition's defence clears the danger. The ball is out of play. [TEAM] will have a chance to score from a corner kick."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,799,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.,"[PLAYER] ([TEAM]) swings in the corner, but the goalkeeper does a brilliant job to intercept the effort."
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,774,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety. [TEAM] earn a corner.",[PLAYER] ([TEAM]) is forced to sit out the rest of the game after picking up a yellow card for a late challenge on an opposing player.
england_epl_2016-2017,2017-01-21 - 15-30 Liverpool 2 - 3 Swansea,1,650,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but it's far too close to [PLAYER], who smothered the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2650,,Excellent touch by [PLAYER] ([TEAM])! He latches on to a precise pass on the edge of the box and produces a shot goalwards which goes way wide of the left post.,[PLAYER] ([TEAM]) receives a precise pass and finds himself in a good position to create chaos inside the box. He takes a shot which goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2599,,"[PLAYER] ([TEAM]) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2410,,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but an opposition player intercepts the ball. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2396,corner,[PLAYER] ([TEAM]) decides to speed play up with a short corner kick.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2378,corner,[PLAYER] ([TEAM]) floats the ball in from the corner but it's intercepted. [TEAM] have a corner.,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2352,,"[PLAYER] ([TEAM]) finds himself in a promising position after receiving a precise pass. He pulls the trigger but only hits one of the opposition, who gets in the way of his effort. The linesman makes the right call and [TEAM] will have a corner.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross into the box, but one of the defending players clears the ball to safety. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2311,,"[PLAYER] ([TEAM]) serves up a nice cross, but [PLAYER] punches the ball away.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line quickly and gathers the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2243,,"[PLAYER] ([TEAM]) latches on to a precise pass and one-on-one with the keeper slams the ball towards the right-hand post. [PLAYER] is alert, though, and leaps like a salmon to deny him.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2179,substitution,Substitution. [PLAYER] ([TEAM]) has come on for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2153,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2069,soccer-ball,"Goal! [PLAYER] plays in [PLAYER] ([TEAM]), who shows great determination to get to the ball before a couple of defenders. He shoots from inside the box into the right side of the net! Great finish - 3:0.","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball into the back of the net. 1:0."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2007,corner,"[PLAYER] ([TEAM]) takes the corner and sends it into the penalty area, but the opposition's defence is ready and makes a good clearance.",[PLAYER] ([TEAM]) takes the corner but it's cleared.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1989,corner,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1957,,"[PLAYER] ([TEAM]) wasted a huge opportunity! The fans already began to celebrate as he produced a shot from the edge of the box after a brilliant solo effort. The ball went towards the right side of the goal, but [PLAYER] made an astonishing save! [TEAM] earn a corner.","[PLAYER] pulls off a great save to deny [PLAYER] ([TEAM]), who makes himself some space inside the box and unleashes a quick low drive towards the right side of the goal."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1874,,A crossfield pass from [PLAYER] ([TEAM]) fails to find any of his teammates.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1692,substitution,Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1677,,[PLAYER] ([TEAM]) tries his luck with a shot from long distance after receiving a good pass. His poorly placed effort flies miles wide of the right post.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. [TEAM] have a corner."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1665,corner,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away.",[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1627,,"[PLAYER] ([TEAM]) produces a lovely chip pass into the box, but one of the opposition players cuts it out. [PLAYER] ([TEAM]) is the first to arrive to a rebound inside the penalty area and unleashes a quick strike towards the right side of the target that beats the keeper. One of the defenders, however, makes a goal-line clearance. The referee signals a corner kick to [TEAM].","[PLAYER] ([TEAM]) receives a precise pass inside the box, but his effort on goal is blocked by one of the defending players. The linesman points to the corner flag, [TEAM] have a chance to threaten the opposition's goal."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1501,,"[PLAYER] ([TEAM]) and [PLAYER] try to prise open the opposition with a series of short passes, but one of the defenders steps in and puts an end to the move.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and clear the ball to safety."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1490,,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent after the ball goes out of play.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1350,substitution,"Substitution. [PLAYER] ([TEAM]) in, [PLAYER] out.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1313,substitution,Substitution. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1295,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1228,,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a sweet pass into the box, but one of the defending players reacts well and intercepts the effort.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1038,,[PLAYER] ([TEAM]) tries to send a pass but it's blocked.,"[PLAYER] ([TEAM]) gets on the end of a pass and takes a shot from the edge of the box, but it's blocked by one of the defending players."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,968,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him.","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power on the pass. The ball goes out of play and [TEAM] will have a throw-in."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,790,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"A pass by [PLAYER] ([TEAM]) is intercepted by [PLAYER], who passes the ball back to [PLAYER] [PLAYER]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,699,,"[PLAYER] ([TEAM]) produces a ferocious strike from the edge of the box. His dangerous effort towards the left post is blocked by [PLAYER], who pulls off a superb save to keep the ball out of the net.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence intercepts his attempt. The referee blows his whistle, [TEAM] are awarded a corner kick."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,685,corner,"The ball is whipped in from the corner by [PLAYER] ([TEAM]), but one of the defenders gets it clear.","The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,660,,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. [TEAM] will have a chance to score from a corner kick.","[PLAYER] ([TEAM]) delivers a lovely cross into the penalty area. Nevertheless, an opposition defender is alert and averts the danger with a brilliant clearance. The linesman points to the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,596,,"A through ball from [PLAYER] ([TEAM]) fails to reach [PLAYER] as one of the defending players reacts brilliantly to intercept the effort. If the pass had been produced a little bit earlier, [PLAYER] could have got into a promising position.","[PLAYER] ([TEAM]) tries to find [PLAYER], but he puts too much power into the pass and the ball goes well wide of the left post."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,554,,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,463,,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort! The ball is off of the pitch and it's a goal kick for [TEAM].",[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross from the side after picking up the loose ball. The ball is off of the pitch and it's a goal kick for [PLAYER]'s team. [TEAM] will have a chance to score from a set piece. [TEAM] will have an opportunity to score from a set piece. The referee and his assistant both point at the corner flag and [TEAM] are able to take the corner.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,376,,"[PLAYER] ([TEAM]) fails to deliver a decent cross from a long-range free kick. The opposition's defence intercepts the effort. [PLAYER] ([TEAM]) holds his head in his hands after missing a big chance. He latches on to a rebound, creates some space from himself and fires the ball from the edge of the box well wide of the right post.",[PLAYER] ([TEAM]) is forced to sit out the rest of the game after being booked for an off-the-ball challenge.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,336,y-card,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,174,,[PLAYER] ([TEAM]) skips past his man but can't keep the ball in play.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The linesman points to the corner flag, [TEAM] are going to take it."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,132,,[PLAYER] ([TEAM]) quickly takes the free kick with a short pass.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,108,,"[PLAYER] ([TEAM]) gets on the ball and beats an opponent, but his run is stopped by the referee [REFEREE] who sees an offensive foul. A free kick has been awarded to [TEAM].",[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and didn't hesitate to signal a free kick.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,9,,"[PLAYER] ([TEAM]) latches on to a cross on the edge of the box and fires a shot at goal, but his effort was blocked by one of the defenders.",The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1,whistle,The players are back out on the pitch following the half-time break and the second half is about to start.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2599,,"[PLAYER] ([TEAM]) climbs high to meet a cross on the edge of the box, but it's a poor header and goes well wide of the left post.","[PLAYER] ([TEAM]) makes a yard for himself and goes for goal from the edge of the box, but his effort flies well wide of the right post."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2536,,"[PLAYER] ([TEAM]) wriggles into space and fires the ball from the edge of the area, but one of the defenders is there to block the effort.","[PLAYER] ([TEAM]) gets on the end of a cross inside the box, but his header is blocked by one of the defending players. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,1,2407,,"[PLAYER] ([TEAM]) strikes the ball towards goal from the free kick, but it goes straight at the goalkeeper.","[PLAYER] ([TEAM]) stands over the free kick and opts to take it himself, but it's straight at [PLAYER]."
